name; year; decade; crew; capacity; length; wingspan; wingarea; emptyweight; grossweight; maxspeed; cruisespeed; stallspeed; range; fuelcapacity; power
Airsport Sonata; UNKNOWN; 2000; one; one passenger; UNKNOWN; UNKNOWN; UNKNOWN; 278.0; 204.0; UNKNOWN; 49.0; 30.0; UNKNOWN; UNKNOWN; 37.0
Airsport Song; UNKNOWN; 2000; one; UNKNOWN; 5.9; 11.2; 10.5; 110.0; 220.0; 109.0; 43.0; 27.0; UNKNOWN; UNKNOWN; 15.3
Little Wing Roto-Pup; UNKNOWN; 1990; one; UNKNOWN; 4.88; UNKNOWN; UNKNOWN; 113.0; 249.0; 56.0; 43.0; UNKNOWN; 43.0; 19.0; 34.0
Raven Explorer I; UNKNOWN; 1990; one; UNKNOWN; 4.57; UNKNOWN; UNKNOWN; 115.0; 256.0; 56.0; UNKNOWN; UNKNOWN; 87.0; 19.0; 34.0
Raven Explorer II; UNKNOWN; 1990; one; one passenger; 4.82; UNKNOWN; UNKNOWN; 166.0; 404.0; 87.0; UNKNOWN; UNKNOWN; UNKNOWN; 30.0; 75.0
Rotorwing-Aero 3D-RV; 1989; 1980; one; UNKNOWN; 2.59; UNKNOWN; UNKNOWN; 113.0; 249.0; 65.0; 43.0; UNKNOWN; 70.0; 19.0; 75.0
EasyUp Parapropter; UNKNOWN; 1990; one; UNKNOWN; 1.2; UNKNOWN; UNKNOWN; 25.0; UNKNOWN; 22.0; 22.0; UNKNOWN; 87.0; 19.0; UNKNOWN
Paraplane PSE-2 Osprey; UNKNOWN; 1990; one; UNKNOWN; 2.01; 9.6; 34.0; 125.0; 245.0; 24.0; 24.0; UNKNOWN; 36.0; 19.0; 37.0
Paraplane GE-2 Golden Eagle; UNKNOWN; 1990; one; one passenger; 3.15; 12.34; 52.0; 150.0; 386.0; 24.0; 24.0; UNKNOWN; 45.0; 38.0; 48.0
Paraplane WD-1 Wind Dancer; UNKNOWN; 1990; one; one passenger; 1.96; 9.6; 34.0; 86.0; 218.0; 23.0; 23.0; UNKNOWN; 36.0; 19.0; 30.0
Parascender Para-Ag; UNKNOWN; 1990; one; UNKNOWN; 2.74; 11.73; 48.31; 129.0; 327.0; 23.0; 23.0; UNKNOWN; UNKNOWN; 38.0; 37.0
Parascender I; 1989; 1980; one; UNKNOWN; 2.68; 11.13; 41.0; 245.0; 104.0; 23.0; 23.0; UNKNOWN; UNKNOWN; 19.0; 30.0
Parascender II; 1990; 1990; one; one passenger; 2.74; 11.73; 48.0; 113.0; 327.0; 23.0; 23.0; UNKNOWN; UNKNOWN; 38.0; 37.0
Paratrek Angel 2-B; UNKNOWN; 1990; one; one passenger; 2.74; 11.28; 48.8; 115.0; 342.0; 23.0; 23.0; UNKNOWN; 87.0; 38.0; 37.0
Personal Flight Sky-Bike; UNKNOWN; 1990; one; one passenger; UNKNOWN; 12.8; 34.75; 36.0; 204.0; 26.0; 22.0; 13.0; UNKNOWN; 11.0; 19.0
Personal Flight Sky-Bike Trike; UNKNOWN; 1990; one; UNKNOWN; UNKNOWN; 12.8; 34.75; 36.0; 204.0; 26.0; 22.0; UNKNOWN; UNKNOWN; 11.0; 16.0
Phoenix Industries TZ-1 ParaFlyer; UNKNOWN; 1990; one; UNKNOWN; UNKNOWN; 10.06; 33.91; 52.0; 172.0; UNKNOWN; 17.0; UNKNOWN; UNKNOWN; 11.0; 16.0
Six Chuter Skye Ryder Aerochute; UNKNOWN; 1990; one; one passenger; UNKNOWN; 11.13; 46.0; 113.0; 408.0; 23.0; 21.0; UNKNOWN; 45.0; 19.0; 37.0
Coelho AC-11; UNKNOWN; 1990; one; one passenger; 5.79; 8.08; 13.7; 290.0; 520.0; 91.0; 83.0; 36.0; 295.0; UNKNOWN; 78.0
Calumet Snobird Explorer; 1997; 1990; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 111.0; UNKNOWN; UNKNOWN; 52.0; UNKNOWN; UNKNOWN; 19.0; 30.0
InterPlane Starboy; UNKNOWN; 1990; one; one passenger; 7.56; 10.49; 12.41; 245.0; 450.0; 119.0; 81.0; 30.0; UNKNOWN; UNKNOWN; 60.0
Parrish Dart; UNKNOWN; 1990; one; one passenger; 4.39; 7.0; UNKNOWN; UNKNOWN; 544.0; 174.0; 148.0; 56.0; 869.0; 95.0; 56.0
Performance Aircraft Formula GT; UNKNOWN; 1990; one; one passenger; UNKNOWN; 8.69; 9.3; 635.0; 43.0; 217.0; 200.0; 53.0; 303.0; UNKNOWN; 220.0
Spring WS202 Sprint; 1996; 1990; one; one passenger; 5.79; 8.23; 12.0; 304.0; 522.0; UNKNOWN; 91.0; 32.0; 348.0; 53.0; 48.0
Theiss Sportster; 1998; 1990; one; UNKNOWN; 4.27; 5.33; 7.6; 114.0; 209.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 19.0; UNKNOWN
Ibis GS-501 Urraco; 2000; 2000; one; one passenger; 6.37; 9.2; 12.97; 340.0; 600.0; 100.0; 96.0; 35.0; 304.0; UNKNOWN; 75.0
Ibis GS-600 Arrow; 2000; 2000; one; one passenger; 6.37; 9.2; 12.97; 340.0; 600.0; 100.0; 96.0; 35.0; 304.0; UNKNOWN; 75.0
Ibis GS-710 Magic; UNKNOWN; 2000; one; one passenger; UNKNOWN; 8.69; UNKNOWN; 279.0; 450.0; UNKNOWN; UNKNOWN; 31.0; UNKNOWN; UNKNOWN; 60.0
Ibis GS-730 Super Magic; UNKNOWN; 2000; one; one passenger; 6.83; 8.92; 12.4; 320.0; 569.0; UNKNOWN; 100.0; UNKNOWN; 304.0; UNKNOWN; 75.0
Vancil Spitz S1; UNKNOWN; 1990; one; UNKNOWN; 4.64; 5.57; 10.78; 115.0; 215.0; 78.0; 55.0; 22.0; UNKNOWN; 19.0; 36.0
Huntwing; 1982; 1980; one; one passenger; UNKNOWN; 10.2; 15.0; UNKNOWN; 372.0; 61.0; 52.0; UNKNOWN; UNKNOWN; UNKNOWN; 39.0
Jeof Candiana; UNKNOWN; 1990; one; one passenger; 6.7; 8.7; UNKNOWN; 282.0; UNKNOWN; 113.0; 92.0; 34.0; 487.0; UNKNOWN; UNKNOWN
ABS Aerolight Legacy; UNKNOWN; 2000; one; one passenger; UNKNOWN; 11.76; 46.5; 185.0; 400.0; 26.0; UNKNOWN; 16.0; UNKNOWN; UNKNOWN; 78.0
ABS Aerolight Navigathor; UNKNOWN; 2000; one; one passenger; UNKNOWN; 11.0; 46.0; 230.0; 450.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 78.0
Adventure Wheely II; UNKNOWN; 2000; one; one passenger; UNKNOWN; 13.0; 40.0; 70.0; 270.0; 30.0; 30.0; 13.0; UNKNOWN; UNKNOWN; 10.8
Aerochute International Dual; 1992; 1990; one; one passenger; UNKNOWN; 11.0; 34.0; 100.0; 300.0; 38.0; 32.0; UNKNOWN; UNKNOWN; UNKNOWN; 37.0
Air Sylphe 447; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; 12.2; 35.0; 88.0; 210.0; 24.0; UNKNOWN; 11.0; UNKNOWN; UNKNOWN; 30.0
Air Sylphe Bi 582; 2004; 2000; one; one passenger; UNKNOWN; 15.0; 45.0; 130.0; 330.0; 26.0; UNKNOWN; 11.0; UNKNOWN; UNKNOWN; 48.0
Bilsam Sky Walker I; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; 10.0; 26.0; UNKNOWN; 150.0; 26.0; 23.0; 4.0; UNKNOWN; UNKNOWN; 16.0
Bilsam Sky Walker II; UNKNOWN; 2000; one; one passenger; UNKNOWN; 15.0; 50.0; 155.0; 400.0; 26.0; 22.0; 9.0; UNKNOWN; UNKNOWN; 45.0
Bilsam Sky Walker; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 14.5; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.0
Bilsam Sky Cruiser; UNKNOWN; 2000; one; one passenger; UNKNOWN; 9.0; 10.35; 250.0; 450.0; 130.0; 112.0; 35.0; UNKNOWN; UNKNOWN; 75.0
Bilsam Ultra Cruiser; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; 8.0; 8.0; 115.0; 250.0; 81.0; 54.0; 30.0; UNKNOWN; UNKNOWN; 41.0
Büttner Crazy Flyer; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN
Southern Condor; UNKNOWN; 2000; one; one passenger; 3.0; UNKNOWN; 50.0; 146.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 38.0; 48.0
Eagles Wing Scout; 1999; 1990; one; UNKNOWN; UNKNOWN; 10.36; UNKNOWN; 115.0; 220.0; UNKNOWN; 22.0; UNKNOWN; UNKNOWN; 19.0; 34.0
Explorair Relax MV; 2002; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; 42.0; 115.0; 250.0; UNKNOWN; UNKNOWN; 13.0; UNKNOWN; UNKNOWN; 21.0
EuroSport Crossover; 2013; 2010; One pilot,; one passenger; 6.9; 9.6; UNKNOWN; 307.0; 600.0; UNKNOWN; 119.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN
WLT Sparrow; 2010; 2010; one pilot; one passenger; 7.0; 9.1; 11.6; 272.0; UNKNOWN; UNKNOWN; 113.0; 31.0; UNKNOWN; UNKNOWN; 60.0
Fly Castelluccio Diavolo; 2004; 2000; one; one passenger; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 19.0
Fresh Breeze Flyke; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 27.0; 27.0; 13.0; UNKNOWN; UNKNOWN; 25.0
Gemini Twin; UNKNOWN; 2000; one; one passenger; 3.0; UNKNOWN; 45.0; 157.0; 385.0; 30.0; UNKNOWN; UNKNOWN; 60.0; UNKNOWN; 48.0
Helite Skydancer; UNKNOWN; 2000; one; one passenger; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 450.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 48.0
Infinity Purple; UNKNOWN; 2000; one; one passenger; UNKNOWN; UNKNOWN; UNKNOWN; 160.0; 400.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 48.0
Kolb Flyer Powered Parachute; 2001; 2000; one; one passenger; UNKNOWN; UNKNOWN; 50.0; 59.0; 423.0; 27.0; UNKNOWN; UNKNOWN; UNKNOWN; 38.0; 48.0
New PowerChutes Gemini; 2001; 2000; one; one passenger; UNKNOWN; UNKNOWN; 43.1; 90.0; 480.0; 32.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 48.0
Para-Ski Top Gun; UNKNOWN; 2000; one; one passenger; UNKNOWN; 9.14; 48.4; 181.0; 408.0; 30.0; 26.0; 22.0; UNKNOWN; UNKNOWN; 48.0
Roll Flight MR V; UNKNOWN; 2000; one; one passenger; UNKNOWN; 12.0; 40.0; 63.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 21.0
Sky Science PowerHawk; 2000; 2000; one; one passenger; 2.7; 12.04; 46.0; 129.0; 367.0; 28.0; 23.0; UNKNOWN; 122.0; UNKNOWN; 52.0
Skymaster Excel; UNKNOWN; 2000; one; one passenger; 3.05; UNKNOWN; 51.0; 191.0; 385.0; 25.0; UNKNOWN; UNKNOWN; UNKNOWN; 38.0; 48.0
Skymaster Single Seater; 2004; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; 27.0; 115.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 19.0; 34.0
Soaring Concepts Sky Trek; 2000; 2000; one; one passenger; 3.1; 10.0; 46.0; 175.0; 431.0; 28.0; 26.0; UNKNOWN; UNKNOWN; 38.0; 48.0
Airframes Unlimited SS-2 Trainer; 2003; 2000; one; one passenger; UNKNOWN; UNKNOWN; UNKNOWN; 170.0; 375.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 38.0; 48.0
SNAS Stryke-Air Bi; UNKNOWN; 2000; one; one passenger; UNKNOWN; UNKNOWN; UNKNOWN; 43.0; 230.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 19.0
Sun Flightcraft Air-Chopper; UNKNOWN; 2000; one; one passenger; UNKNOWN; UNKNOWN; 51.0; 156.0; 376.0; 30.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 48.0
Sundog Two-Seater; UNKNOWN; 2000; one; one passenger; 2.56; UNKNOWN; 46.0; 152.0; 374.0; 29.0; 24.0; UNKNOWN; UNKNOWN; 38.0; 48.0
Sundog One-Seater; UNKNOWN; 2000; one; UNKNOWN; 2.56; UNKNOWN; 46.0; 137.0; 308.0; 29.0; 24.0; UNKNOWN; UNKNOWN; 19.0; 37.0
Swing-Europe Parashell; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; 12.0; UNKNOWN; 42.0; 200.0; 30.0; 25.0; 13.0; UNKNOWN; UNKNOWN; 21.0
Technic'air Fly Roller; 1999; 1990; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 15.0
Trio-Twister 103; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; 10.0; 30.0; 80.0; 160.0; 27.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 21.0
Trio-Twister 203; UNKNOWN; 2000; one; one passenger; UNKNOWN; UNKNOWN; UNKNOWN; 105.0; 300.0; 27.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 41.0
Viking Aircraft Viking II; 2000; 2000; one; one passenger; UNKNOWN; 11.7; 48.4; 122.0; 324.0; 29.0; UNKNOWN; UNKNOWN; UNKNOWN; 38.0; 37.0
Wrobel Vroby 2; UNKNOWN; 2000; one; one passenger; UNKNOWN; 15.0; 38.0; 58.0; 250.0; 32.0; 27.0; 16.0; UNKNOWN; UNKNOWN; 19.0
BDC Aero Puma; UNKNOWN; 1980; one; one passenger; 6.3; 8.5; 11.5; 310.0; 559.0; UNKNOWN; 115.0; 35.0; UNKNOWN; 90.0; 60.0
Adventure A series; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 23.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 13.0
Adventure R series; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 17.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.8
Adventure S series; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 25.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 13.0
Aero Nord AIR; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 21.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 16.0
Aerosport OY Spider; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 27.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 20.0
Airfer Bimax; UNKNOWN; 2000; one; one passenger; UNKNOWN; UNKNOWN; UNKNOWN; 27.5; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 17.0
Airfer Titan; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 20.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 13.0
Airfer Tornado; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 26.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 17.0
Airtime Explorer; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 23.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.0
Airtime Discovery; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 30.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 19.0
Arey Tatush; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 27.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 12.0
Av8er Explorer; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 25.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 24.0
Av8er Observer Light; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 19.95; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 12.0
Av8er Orbiter; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 20.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.0
Back Bone Seraph; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 17.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 16.0
Back Bone Shadow; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 16.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.0
Back Bone Silver; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 16.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 16.0
Bailey JPX D330; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 26.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 14.0
Bailey Solo; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 22.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.0
Büttner Crazy Plane; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN
Büttner Easy Plane; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN
D'Yves Yvasion 2000; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 29.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN
Dynamic Sport Climber; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 24.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN
Dynamic Sport Rocket; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 17.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN
Fly Castelluccio Flash; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 18.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 11.0
Fly Castelluccio Mach; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 18.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.0
Fly Castelluccio SMN; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 20.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN
Fresh Breeze Airbass; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 22.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 13.0
Fresh Breeze Respect; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 28.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 21.0
Jet Pocket Top 210; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 22.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.0
Jet Pocket Top 80; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 20.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 11.0
Jet Pocket Top Must; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 28.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 15.0
La Mouette SR 210; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 20.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 11.0
La Mouette ZR 250; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 32.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 16.0
Mini-Fly Set; UNKNOWN; 1990; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 16.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.0
MS Parafly Skyward; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 20.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.0
NAGL System NAGL; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 21.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN
NeuraJet Neura Jet; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 13.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN
NST Minimum; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 12.0
Paraavis Mirage; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 27.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 16.0
Paraavis Sova; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 27.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 12.0
Paraavis Pegasus; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 20.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 12.0
Paraavis Vityaz; UNKNOWN; 2000; one; one passenger; UNKNOWN; UNKNOWN; UNKNOWN; 31.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 20.5
Paramania Vortex; 2002; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 23.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 17.0
Marbella Parapente Paramotor PAP; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 28.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 18.0
Paramotor Performance M3; UNKNOWN; 1990; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 24.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 12.0
Paramotor Mosquito; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 23.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 8.9
H&E Paramotores Corsario; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 29.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN
H&E Paramotores Simonini; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 29.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN
H&E Paramotores Solo; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 25.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.0
H&E Paramotores Ziklon; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 20.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 11.0
Parapower Parapower; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 11.1
Parasport.de Fun; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 25.5; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 12.3
Paratour SD; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 21.5; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.0
Phoenix Skywalker; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 13.0
Rad MXL; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 16.4; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.0
Rad RXL; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 15.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.0
